user_id,age,occupation,monthly_income,city_type,date,food_expense,transport_expense,rent_expense,entertainment_expense,utilities_expense,shopping_expense,other_expense,total_expense,savings,payment_mode,overspending_flag,weekend_flag
U0243,30,Business,74859,Urban,2024-01-14,443,212,535,95,146,112,204,1747,22449,UPI,0,1
U0243,30,Business,74859,Urban,2024-01-26,95,113,601,193,59,94,139,1294,36039,Card,0,0
U0243,30,Business,74859,Urban,2024-01-30,292,334,561,173,122,79,59,1620,26259,Card,0,0
U0243,30,Business,74859,Urban,2024-05-22,414,318,836,116,78,0,179,1941,16629,UPI,0,0
U0243,30,Business,74859,Urban,2024-07-22,276,308,549,210,119,46,41,1549,28389,Cash,0,0
U0243,30,Business,74859,Urban,2024-08-02,320,186,842,194,157,38,132,1869,18789,Card,0,0
U0243,30,Business,74859,Urban,2024-09-25,341,205,785,0,174,124,183,1781,21429,Cash,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-01-05,237,152,253,58,31,14,65,810,14241,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-02-01,230,123,208,103,88,0,60,812,14181,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-03-22,232,159,229,103,55,0,23,801,14511,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-04-24,202,207,266,155,47,0,21,898,11601,Cash,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-05-05,306,72,210,4,31,24,92,739,16371,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-06-07,290,200,271,187,44,34,127,1153,3951,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-06-10,302,56,208,132,29,96,62,885,11991,UPI,0,1
U0244,35,Freelancer,38541,Semi-Urban,2023-06-12,302,78,189,123,60,73,146,971,9411,Card,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-07-30,420,129,308,297,71,0,59,1284,21,Card,0,1
U0244,35,Freelancer,38541,Semi-Urban,2023-09-21,189,336,269,26,30,65,177,1092,5781,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-09-28,349,73,242,166,32,11,149,1022,7881,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-10-13,202,262,275,98,35,54,85,1011,8211,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-12-01,136,235,305,71,3,0,30,780,15141,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2023-12-09,195,122,143,63,46,111,192,872,12381,Card,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-02-24,517,122,146,215,40,4,60,1104,5421,Card,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-03-10,326,155,252,227,43,39,102,1144,4221,UPI,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-03-27,142,298,295,46,71,126,133,1111,5211,Cash,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-04-20,420,123,224,84,55,0,160,1066,6561,Cash,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-05-02,204,311,191,130,84,20,164,1104,5421,Cash,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-05-12,554,45,193,194,76,2,75,1139,4371,Cash,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-05-15,168,268,238,40,25,80,213,1032,7581,Cash,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-05-31,367,120,200,140,73,61,79,1040,7341,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-07-12,268,126,168,0,66,71,89,765,15591,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-11-21,288,294,227,15,55,0,144,1023,7851,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-12-07,401,72,152,146,41,57,219,1088,5901,UPI,0,1
U0244,35,Freelancer,38541,Semi-Urban,2024-12-13,211,169,253,86,73,0,104,896,11661,UPI,0,0
U0244,35,Freelancer,38541,Semi-Urban,2024-12-29,374,84,269,104,75,106,74,1086,5961,UPI,0,1
U0245,33,Business,159749,Urban,2023-01-21,596,102,1531,656,249,285,117,3536,53669,Card,0,1
U0245,33,Business,159749,Urban,2023-02-24,356,194,1202,389,122,115,145,2523,84059,Card,0,0
U0245,33,Business,159749,Urban,2023-03-04,552,165,1506,611,285,252,0,3371,58619,Cash,0,1
U0245,33,Business,159749,Urban,2023-04-16,837,160,1271,63,179,219,177,2906,72569,Card,0,1
U0245,33,Business,159749,Urban,2023-04-23,339,119,1433,109,132,237,178,2547,83339,Card,0,1
U0245,33,Business,159749,Urban,2023-04-26,571,201,1183,52,227,123,94,2451,86219,Card,0,0
U0245,33,Business,159749,Urban,2023-05-14,230,87,1659,803,139,127,108,3153,65159,Card,0,1
U0245,33,Business,159749,Urban,2023-06-18,821,175,1493,594,223,254,66,3626,50969,Card,0,1
U0245,33,Business,159749,Urban,2023-07-08,737,221,1806,613,271,518,41,4207,33539,Card,0,1
U0245,33,Business,159749,Urban,2023-07-17,382,114,1257,360,150,245,77,2585,82199,Card,0,0
U0245,33,Business,159749,Urban,2023-07-28,180,163,1862,179,184,25,151,2744,77429,Card,0,0
U0245,33,Business,159749,Urban,2023-10-01,784,154,1766,453,238,426,73,3894,42929,Card,0,1
U0245,33,Business,159749,Urban,2023-10-15,510,211,1320,453,235,257,99,3085,67199,Card,0,1
U0245,33,Business,159749,Urban,2023-10-29,312,81,1568,205,158,376,171,2871,73619,UPI,0,1
U0245,33,Business,159749,Urban,2023-11-18,762,137,1447,799,261,418,90,3914,42329,Card,0,1
U0245,33,Business,159749,Urban,2024-01-05,269,315,1355,179,305,238,146,2807,75539,UPI,0,0
U0245,33,Business,159749,Urban,2024-01-05,200,280,1699,256,179,0,91,2705,78599,Card,0,0
U0245,33,Business,159749,Urban,2024-02-24,302,190,1161,297,202,145,129,2426,86969,UPI,0,1
U0245,33,Business,159749,Urban,2024-03-09,225,128,1314,36,128,259,53,2143,95459,Card,0,1
U0245,33,Business,159749,Urban,2024-03-11,473,298,1628,154,301,149,92,3095,66899,Card,0,0
U0245,33,Business,159749,Urban,2024-04-20,323,67,1141,710,287,0,40,2568,82709,Card,0,1
U0245,33,Business,159749,Urban,2024-04-25,190,122,1456,83,256,205,117,2429,86879,Card,0,0
U0245,33,Business,159749,Urban,2024-04-29,511,305,1497,329,212,103,0,2957,71039,UPI,0,0
U0245,33,Business,159749,Urban,2024-05-28,206,251,1071,454,298,304,145,2729,77879,Card,0,0
U0245,33,Business,159749,Urban,2024-06-21,424,201,1136,17,197,141,130,2246,92369,Cash,0,0
U0245,33,Business,159749,Urban,2024-07-14,608,225,1230,230,292,257,41,2883,73259,UPI,0,1
U0245,33,Business,159749,Urban,2024-07-19,147,215,1154,0,246,118,80,1957,101039,Card,0,0
U0245,33,Business,159749,Urban,2024-07-29,103,135,1492,285,178,245,176,2614,81329,UPI,0,0
U0245,33,Business,159749,Urban,2024-08-02,464,309,1660,131,190,250,170,3174,64529,Card,0,0
U0245,33,Business,159749,Urban,2024-08-16,516,226,1084,75,201,278,218,2598,81809,UPI,0,0
U0245,33,Business,159749,Urban,2024-08-16,200,212,1608,196,85,182,67,2550,83249,UPI,0,0
U0245,33,Business,159749,Urban,2024-09-15,155,97,1054,631,279,495,195,2906,72569,Card,0,1
U0245,33,Business,159749,Urban,2024-10-24,148,212,1304,437,132,232,82,2547,83339,Card,0,0
U0245,33,Business,159749,Urban,2024-11-02,413,149,1104,28,226,47,48,2015,99299,Card,0,1
U0245,33,Business,159749,Urban,2024-11-23,383,196,1293,163,347,414,123,2919,72179,UPI,0,1
U0245,33,Business,159749,Urban,2024-11-27,566,280,1573,278,144,193,23,3057,68039,Card,0,0
U0246,23,Salaried,105708,Urban,2023-03-06,250,259,997,119,178,0,140,1943,47418,UPI,0,0
U0246,23,Salaried,105708,Urban,2023-04-06,476,215,960,297,125,170,83,2326,35928,Cash,0,0
U0246,23,Salaried,105708,Urban,2023-05-09,392,58,976,238,162,121,162,2109,42438,Cash,0,0
U0246,23,Salaried,105708,Urban,2023-05-15,203,292,848,255,141,244,28,2011,45378,Cash,0,0
U0246,23,Salaried,105708,Urban,2023-06-20,279,258,857,270,124,4,88,1880,49308,Card,0,0
U0246,23,Salaried,105708,Urban,2023-09-06,348,118,787,319,101,73,0,1746,53328,Cash,0,0
U0246,23,Salaried,105708,Urban,2023-10-07,717,254,1180,6,152,0,53,2362,34848,Card,0,1
U0246,23,Salaried,105708,Urban,2023-10-27,382,109,1090,38,181,130,38,1968,46668,Card,0,0
U0246,23,Salaried,105708,Urban,2023-11-17,228,148,1133,300,201,0,84,2094,42888,Card,0,0
U0246,23,Salaried,105708,Urban,2023-12-02,396,152,861,236,86,168,203,2102,42648,Card,0,1
U0246,23,Salaried,105708,Urban,2024-07-15,182,269,1084,178,84,121,190,2108,42468,Cash,0,0
U0246,23,Salaried,105708,Urban,2024-08-08,290,287,710,217,141,188,66,1899,48738,UPI,0,0
U0246,23,Salaried,105708,Urban,2024-10-08,248,208,821,19,193,53,58,1600,57708,Cash,0,0
U0246,23,Salaried,105708,Urban,2024-11-30,628,124,815,129,244,360,167,2467,31698,UPI,0,1
U0247,22,Student,17894,Urban,2023-01-01,326,237,119,0,14,12,202,894,-8926,Cash,1,1
U0247,22,Student,17894,Urban,2023-04-04,269,228,195,68,43,0,187,990,-11806,UPI,1,0
U0247,22,Student,17894,Urban,2023-04-19,359,342,199,100,15,69,119,1203,-18196,Cash,1,0
U0247,22,Student,17894,Urban,2023-04-28,282,230,177,56,27,104,109,985,-11656,Cash,1,0
U0247,22,Student,17894,Urban,2023-05-26,214,177,164,22,54,19,174,824,-6826,UPI,1,0
U0247,22,Student,17894,Urban,2023-06-28,256,98,180,56,0,78,161,829,-6976,Cash,1,0
U0247,22,Student,17894,Urban,2023-08-20,424,163,178,142,6,7,180,1100,-15106,Cash,1,1
U0247,22,Student,17894,Urban,2023-08-26,291,108,137,29,39,39,168,811,-6436,Cash,1,1
U0247,22,Student,17894,Urban,2023-09-19,405,324,110,41,41,9,69,999,-12076,Cash,1,0
U0247,22,Student,17894,Urban,2023-10-18,206,284,139,0,40,24,220,907,-9316,UPI,1,0
U0247,22,Student,17894,Urban,2023-11-07,299,153,155,22,0,20,141,790,-5806,Cash,1,0
U0247,22,Student,17894,Urban,2023-11-18,262,221,181,38,9,52,142,905,-9256,UPI,1,1
U0247,22,Student,17894,Urban,2023-12-13,248,156,187,137,12,32,191,963,-10996,UPI,1,0
U0247,22,Student,17894,Urban,2023-12-19,301,339,185,64,0,0,183,1072,-14266,UPI,1,0
U0247,22,Student,17894,Urban,2024-01-08,311,163,184,16,21,31,164,890,-8806,Card,1,0
U0247,22,Student,17894,Urban,2024-01-17,245,178,216,0,3,48,144,820,-6706,UPI,1,0
U0247,22,Student,17894,Urban,2024-01-21,568,185,211,7,33,29,99,1132,-16066,Cash,1,1
U0247,22,Student,17894,Urban,2024-01-24,391,302,192,107,22,83,170,1267,-20116,Card,1,0
U0247,22,Student,17894,Urban,2024-01-31,278,166,183,154,11,61,55,908,-9346,UPI,1,0
U0247,22,Student,17894,Urban,2024-03-20,228,362,179,89,32,35,152,1077,-14416,Cash,1,0
U0247,22,Student,17894,Urban,2024-03-21,263,226,151,143,53,40,104,980,-11506,Card,1,0
U0247,22,Student,17894,Urban,2024-05-16,326,323,126,31,24,75,56,961,-10936,Card,1,0
U0247,22,Student,17894,Urban,2024-06-24,373,233,216,0,21,21,96,944,-10426,Cash,1,0
U0247,22,Student,17894,Urban,2024-08-20,336,125,126,146,22,0,146,901,-9136,UPI,1,0
U0247,22,Student,17894,Urban,2024-09-03,214,331,126,23,21,0,160,875,-8356,Cash,1,0
U0247,22,Student,17894,Urban,2024-10-25,316,116,161,84,24,148,0,849,-7576,Cash,1,0
U0247,22,Student,17894,Urban,2024-10-28,294,358,127,151,37,0,119,1086,-14686,UPI,1,0
U0247,22,Student,17894,Urban,2024-11-14,314,260,182,89,30,0,155,1030,-13006,Cash,1,0
U0247,22,Student,17894,Urban,2024-11-28,224,227,143,26,25,23,122,790,-5806,Cash,1,0
U0247,22,Student,17894,Urban,2024-12-29,420,136,151,162,49,0,212,1130,-16006,Cash,1,1
U0248,28,Business,60087,Semi-Urban,2023-06-10,503,111,301,283,91,112,103,1504,14967,Card,0,1
U0248,28,Business,60087,Semi-Urban,2023-07-20,89,152,331,148,118,92,181,1111,26757,UPI,0,0
U0248,28,Business,60087,Semi-Urban,2023-07-22,290,143,370,187,73,95,113,1271,21957,Cash,0,1
U0248,28,Business,60087,Semi-Urban,2023-08-30,177,116,211,223,61,0,206,994,30267,UPI,0,0
U0248,28,Business,60087,Semi-Urban,2023-09-11,313,74,406,60,57,164,114,1188,24447,UPI,0,0
U0248,28,Business,60087,Semi-Urban,2023-09-12,278,148,368,116,26,40,198,1174,24867,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2023-10-09,202,142,277,185,83,63,180,1132,26127,Card,0,0
U0248,28,Business,60087,Semi-Urban,2023-11-20,330,206,433,216,65,42,105,1397,18177,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-01-20,248,108,364,112,68,131,193,1224,23367,UPI,0,1
U0248,28,Business,60087,Semi-Urban,2024-01-22,166,103,226,248,59,20,102,924,32367,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-03-01,150,78,409,202,86,87,176,1188,24447,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-03-09,484,150,251,150,90,54,20,1199,24117,Cash,0,1
U0248,28,Business,60087,Semi-Urban,2024-03-30,418,83,387,217,72,0,166,1343,19797,Cash,0,1
U0248,28,Business,60087,Semi-Urban,2024-04-20,185,105,345,274,120,103,48,1180,24687,Card,0,1
U0248,28,Business,60087,Semi-Urban,2024-05-10,341,237,259,198,67,69,125,1296,21207,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-05-31,330,194,440,221,79,13,162,1439,16917,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-07-20,276,121,374,124,54,70,63,1082,27627,Card,0,1
U0248,28,Business,60087,Semi-Urban,2024-08-08,129,232,283,158,107,50,167,1126,26307,UPI,0,0
U0248,28,Business,60087,Semi-Urban,2024-08-22,164,224,236,122,123,63,91,1023,29397,Cash,0,0
U0248,28,Business,60087,Semi-Urban,2024-09-02,315,150,245,71,100,106,18,1005,29937,Card,0,0
U0248,28,Business,60087,Semi-Urban,2024-12-04,386,145,243,228,78,0,108,1188,24447,UPI,0,0
U0248,28,Business,60087,Semi-Urban,2024-12-23,297,212,372,58,49,38,166,1192,24327,Cash,0,0
U0249,36,Business,199631,Urban,2023-01-07,902,198,2046,832,302,154,156,4590,61931,Cash,0,1
U0249,36,Business,199631,Urban,2023-01-09,382,148,1835,34,227,59,159,2844,114311,UPI,0,0
U0249,36,Business,199631,Urban,2023-03-12,740,156,2049,657,171,0,142,3915,82181,UPI,0,1
U0249,36,Business,199631,Urban,2023-03-28,257,242,2032,180,155,158,174,3198,103691,Card,0,0
U0249,36,Business,199631,Urban,2023-04-18,362,223,1959,496,351,139,23,3553,93041,UPI,0,0
U0249,36,Business,199631,Urban,2023-05-19,285,194,2298,440,272,0,127,3616,91151,UPI,0,0
U0249,36,Business,199631,Urban,2023-05-23,675,356,1697,126,191,100,158,3303,100541,Cash,0,0
U0249,36,Business,199631,Urban,2023-06-28,336,197,1530,598,389,125,209,3384,98111,Card,0,0
U0249,36,Business,199631,Urban,2023-07-18,464,262,1917,21,153,8,59,2884,113111,UPI,0,0
U0249,36,Business,199631,Urban,2023-08-01,281,105,2194,452,274,206,77,3589,91961,UPI,0,0
U0249,36,Business,199631,Urban,2023-10-02,314,108,1522,133,172,307,107,2663,119741,UPI,0,0
U0249,36,Business,199631,Urban,2023-10-13,194,290,1436,364,235,59,232,2810,115331,UPI,0,0
U0249,36,Business,199631,Urban,2023-10-30,298,265,1658,39,324,69,146,2799,115661,UPI,0,0
U0249,36,Business,199631,Urban,2023-12-18,345,217,1581,293,276,65,18,2795,115781,Card,0,0
U0249,36,Business,199631,Urban,2024-01-03,696,205,2296,230,323,196,67,4013,79241,Cash,0,0
U0249,36,Business,199631,Urban,2024-01-29,232,213,1778,437,228,58,133,3079,107261,Cash,0,0
U0249,36,Business,199631,Urban,2024-02-26,205,130,1901,603,291,134,136,3400,97631,UPI,0,0
U0249,36,Business,199631,Urban,2024-02-29,336,154,1366,70,239,205,226,2596,121751,Card,0,0
U0249,36,Business,199631,Urban,2024-06-08,274,71,1758,580,165,509,73,3430,96731,Card,0,1
U0249,36,Business,199631,Urban,2024-08-17,400,248,2073,218,143,230,30,3342,99371,Cash,0,1
U0249,36,Business,199631,Urban,2024-10-10,497,161,2055,352,156,45,278,3544,93311,Cash,0,0
U0250,23,Student,14127,Urban,2023-03-01,207,304,118,0,12,101,129,835,-10923,UPI,1,0
U0250,23,Student,14127,Urban,2023-05-25,258,310,145,73,3,0,206,995,-15723,UPI,1,0
U0250,23,Student,14127,Urban,2023-05-27,355,191,133,190,27,61,124,1081,-18303,UPI,1,1
U0250,23,Student,14127,Urban,2023-05-28,407,247,168,145,16,14,140,1137,-19983,Card,1,1
U0250,23,Student,14127,Urban,2023-05-29,150,224,169,137,17,0,124,821,-10503,Cash,1,0
U0250,23,Student,14127,Urban,2023-06-23,334,149,105,0,40,0,18,606,-4053,Cash,1,0
U0250,23,Student,14127,Urban,2023-08-09,292,112,129,62,27,0,164,786,-9453,Card,1,0
U0250,23,Student,14127,Urban,2023-09-09,619,251,118,83,19,17,20,1127,-19683,Cash,1,1
U0250,23,Student,14127,Urban,2023-10-08,491,98,162,0,17,22,131,916,-13353,Cash,1,1
U0250,23,Student,14127,Urban,2023-10-24,340,300,96,56,35,31,105,963,-14763,Cash,1,0
U0250,23,Student,14127,Urban,2023-12-23,325,76,168,90,35,71,124,889,-12543,UPI,1,1
U0250,23,Student,14127,Urban,2024-02-26,290,267,157,71,20,95,81,981,-15303,Cash,1,0
U0250,23,Student,14127,Urban,2024-05-11,487,125,109,121,4,81,159,1086,-18453,Cash,1,1
U0250,23,Student,14127,Urban,2024-09-02,324,123,112,37,16,2,197,811,-10203,Cash,1,0
U0250,23,Student,14127,Urban,2024-09-24,291,165,149,17,6,36,72,736,-7953,Cash,1,0
U0250,23,Student,14127,Urban,2024-10-26,331,217,163,43,28,15,0,797,-9783,UPI,1,1
U0251,21,Student,17236,Urban,2023-03-06,303,174,185,160,31,67,152,1072,-14924,UPI,1,0
U0251,21,Student,17236,Urban,2023-05-02,280,332,172,0,33,0,141,927,-10574,Cash,1,0
U0251,21,Student,17236,Urban,2023-06-10,197,79,111,108,0,50,109,654,-2384,Cash,1,1
U0251,21,Student,17236,Urban,2023-06-19,312,247,193,32,12,58,122,976,-12044,Cash,1,0
U0251,21,Student,17236,Urban,2023-06-26,314,212,197,158,25,28,168,1102,-15824,Cash,1,0
U0251,21,Student,17236,Urban,2023-08-02,273,321,138,29,46,102,45,954,-11384,UPI,1,0
U0251,21,Student,17236,Urban,2023-08-22,264,317,166,42,29,34,131,983,-12254,Cash,1,0
U0251,21,Student,17236,Urban,2023-08-24,244,154,153,134,17,119,160,981,-12194,Cash,1,0
U0251,21,Student,17236,Urban,2023-09-09,258,165,165,94,10,93,210,995,-12614,UPI,1,1
U0251,21,Student,17236,Urban,2023-10-02,316,197,177,118,14,64,60,946,-11144,Card,1,0
U0251,21,Student,17236,Urban,2023-11-05,303,125,172,38,46,26,115,825,-7514,Cash,1,1
U0251,21,Student,17236,Urban,2023-11-13,347,207,179,22,16,40,98,909,-10034,Cash,1,0
U0251,21,Student,17236,Urban,2023-11-30,198,92,177,8,34,36,116,661,-2594,Cash,1,0
U0251,21,Student,17236,Urban,2023-12-08,363,322,147,37,15,10,56,950,-11264,Card,1,0
U0251,21,Student,17236,Urban,2024-02-12,347,174,194,65,5,0,142,927,-10574,Cash,1,0
U0251,21,Student,17236,Urban,2024-04-19,307,306,152,94,30,62,116,1067,-14774,Cash,1,0
U0251,21,Student,17236,Urban,2024-06-04,279,176,183,104,52,0,61,855,-8414,UPI,1,0
U0251,21,Student,17236,Urban,2024-07-09,383,221,158,104,0,126,171,1163,-17654,Cash,1,0
U0251,21,Student,17236,Urban,2024-07-15,272,299,166,113,13,40,214,1117,-16274,UPI,1,0
U0251,21,Student,17236,Urban,2024-12-05,298,201,218,7,39,78,23,864,-8684,Cash,1,0
U0252,22,Student,12014,Urban,2023-01-03,305,307,92,102,8,33,143,990,-17686,Cash,1,0
U0252,22,Student,12014,Urban,2023-02-19,418,176,126,184,3,44,165,1116,-21466,UPI,1,1
U0252,22,Student,12014,Urban,2023-03-04,276,200,111,114,5,56,159,921,-15616,Cash,1,1
U0252,22,Student,12014,Urban,2023-03-11,482,157,131,8,38,87,154,1057,-19696,UPI,1,1
U0252,22,Student,12014,Urban,2023-03-21,296,111,88,73,15,30,38,651,-7516,Cash,1,0
U0252,22,Student,12014,Urban,2023-04-27,245,303,121,34,8,0,122,833,-12976,UPI,1,0
U0252,22,Student,12014,Urban,2023-05-12,158,101,104,0,19,31,83,492,-2746,Cash,1,0
U0252,22,Student,12014,Urban,2023-06-24,483,219,119,161,29,43,17,1071,-20116,Card,1,1
U0252,22,Student,12014,Urban,2023-07-30,408,247,148,144,27,128,119,1221,-24616,Cash,1,1
U0252,22,Student,12014,Urban,2023-10-14,419,117,129,67,0,22,72,826,-12766,Cash,1,1
U0252,22,Student,12014,Urban,2023-10-27,175,110,146,46,6,32,28,543,-4276,UPI,1,0
U0252,22,Student,12014,Urban,2023-11-03,292,306,124,16,16,0,197,951,-16516,Card,1,0
U0252,22,Student,12014,Urban,2023-11-17,359,171,140,116,20,59,95,960,-16786,Cash,1,0
U0252,22,Student,12014,Urban,2023-11-29,290,362,108,68,26,6,108,968,-17026,Card,1,0
U0252,22,Student,12014,Urban,2023-12-27,271,247,126,104,16,65,116,945,-16336,UPI,1,0
U0252,22,Student,12014,Urban,2024-02-20,226,208,100,54,12,0,0,600,-5986,Cash,1,0
U0252,22,Student,12014,Urban,2024-02-28,276,305,79,60,27,42,110,899,-14956,UPI,1,0
U0252,22,Student,12014,Urban,2024-03-01,257,326,102,19,17,20,86,827,-12796,Cash,1,0
U0252,22,Student,12014,Urban,2024-08-02,181,208,105,0,20,37,198,701,-9016,UPI,1,0
U0252,22,Student,12014,Urban,2024-08-14,328,236,105,125,10,76,185,1065,-19936,Cash,1,0
U0252,22,Student,12014,Urban,2024-09-18,271,237,137,56,33,0,44,778,-11326,UPI,1,0
U0252,22,Student,12014,Urban,2024-10-03,170,185,91,82,48,0,48,624,-6706,Cash,1,0
U0252,22,Student,12014,Urban,2024-10-06,480,213,78,74,8,84,13,950,-16486,Cash,1,1
U0252,22,Student,12014,Urban,2024-11-20,200,293,103,19,43,0,137,795,-11836,UPI,1,0
U0253,19,Student,18616,Urban,2023-03-07,271,135,195,0,22,0,159,769,-4454,UPI,1,0
U0253,19,Student,18616,Urban,2023-04-22,428,68,170,95,19,120,100,1000,-11384,UPI,1,1
U0253,19,Student,18616,Urban,2023-07-11,168,64,175,77,36,72,102,694,-2204,Card,1,0
U0253,19,Student,18616,Urban,2023-09-20,378,304,177,130,20,43,138,1190,-17084,UPI,1,0
U0253,19,Student,18616,Urban,2023-10-29,340,181,205,127,50,99,191,1193,-17174,UPI,1,1
U0253,19,Student,18616,Urban,2023-11-24,214,343,133,138,30,38,11,907,-8594,UPI,1,0
U0253,19,Student,18616,Urban,2023-12-03,558,205,188,0,0,53,212,1202,-17444,Cash,1,1
U0253,19,Student,18616,Urban,2024-02-28,235,132,150,70,26,3,80,696,-2264,Card,1,0
U0253,19,Student,18616,Urban,2024-06-26,174,214,109,160,23,12,161,853,-6974,Cash,1,0
U0253,19,Student,18616,Urban,2024-07-21,419,148,167,115,37,0,91,977,-10694,Card,1,1
U0253,19,Student,18616,Urban,2024-08-12,181,156,222,73,33,29,143,837,-6494,Cash,1,0
U0253,19,Student,18616,Urban,2024-09-02,209,150,204,44,42,52,119,820,-5984,Card,1,0
U0254,27,Freelancer,36015,Semi-Urban,2023-01-21,283,94,205,218,54,86,131,1071,3885,Card,0,1
U0254,27,Freelancer,36015,Semi-Urban,2023-01-30,110,99,190,140,66,0,90,695,15165,Card,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-02-11,341,81,193,0,58,48,224,911,8685,UPI,0,1
U0254,27,Freelancer,36015,Semi-Urban,2023-03-05,558,93,188,148,65,61,216,1329,-3855,UPI,1,1
U0254,27,Freelancer,36015,Semi-Urban,2023-03-22,272,233,201,141,28,11,135,1021,5385,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-04-12,220,94,187,123,27,0,188,839,10845,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-06-07,203,122,171,153,67,76,76,868,9975,Card,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-06-21,369,75,177,68,61,0,143,893,9225,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-06-29,240,176,216,113,41,0,155,941,7785,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-08-04,250,203,173,23,43,32,146,870,9915,UPI,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-08-20,197,208,264,159,34,0,160,1022,5355,UPI,0,1
U0254,27,Freelancer,36015,Semi-Urban,2023-08-21,312,134,270,36,69,0,127,948,7575,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-09-20,239,288,177,20,94,0,213,1031,5085,UPI,0,0
U0254,27,Freelancer,36015,Semi-Urban,2023-12-23,358,179,178,84,64,86,54,1003,5925,Card,0,1
U0254,27,Freelancer,36015,Semi-Urban,2024-02-15,330,96,249,36,52,12,63,838,10875,Card,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-02-28,153,60,252,47,8,0,181,701,14985,Card,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-03-17,235,209,237,124,43,75,89,1012,5655,UPI,0,1
U0254,27,Freelancer,36015,Semi-Urban,2024-03-22,260,65,131,11,80,37,127,711,14685,Card,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-03-23,301,178,159,38,48,16,44,784,12495,Cash,0,1
U0254,27,Freelancer,36015,Semi-Urban,2024-06-02,472,196,117,114,23,39,63,1024,5295,Card,0,1
U0254,27,Freelancer,36015,Semi-Urban,2024-07-30,117,194,200,123,39,18,178,869,9945,UPI,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-11-08,287,134,249,16,28,28,66,808,11775,UPI,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-11-13,360,216,241,8,33,28,169,1055,4365,UPI,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-11-25,143,125,246,44,66,75,200,899,9045,Cash,0,0
U0254,27,Freelancer,36015,Semi-Urban,2024-12-01,520,34,204,6,22,24,166,976,6735,Card,0,1
U0254,27,Freelancer,36015,Semi-Urban,2024-12-25,374,129,235,195,21,25,124,1103,2925,Cash,0,0
U0255,29,Salaried,45683,Semi-Urban,2023-01-22,386,103,212,207,58,0,93,1059,13913,Card,0,1
U0255,29,Salaried,45683,Semi-Urban,2023-02-01,137,267,173,217,48,58,104,1004,15563,UPI,0,0
U0255,29,Salaried,45683,Semi-Urban,2023-02-10,272,291,305,159,82,84,99,1292,6923,Card,0,0
U0255,29,Salaried,45683,Semi-Urban,2023-04-09,131,205,269,250,43,25,108,1031,14753,UPI,0,1
U0255,29,Salaried,45683,Semi-Urban,2023-05-15,372,79,215,0,93,35,52,825,20933,Card,0,0
U0255,29,Salaried,45683,Semi-Urban,2023-05-21,327,228,292,79,95,12,71,1104,12563,Cash,0,1
U0255,29,Salaried,45683,Semi-Urban,2023-06-16,297,164,331,154,79,88,54,1167,10673,Card,0,0
