age,occupation,monthly_income,city_type,date,food,transport,rent,entertainment,utilities,shopping,others,total_expense,overspending_habit
39,Business,133620,Semi-Urban,2023-09-11,14121.522656802674,8900.281065063167,25912.71981652128,4806.61173730096,7527.560515864843,11829.843615686903,6165.810486841523,79264.34989408134,0
35,Salaried,85888,Urban,2023-10-10,13024.100448168168,5562.721929002251,26208.17777592439,6328.328793699881,5323.663311751145,9822.050987845181,2148.093451033762,68417.13669742478,0
25,Student,76095,Rural,2023-03-01,12710.224231627539,5294.496809628755,7535.786060515136,7191.701947351327,3378.508564121082,8461.453098588787,2351.6742751201314,46923.84498695276,0
56,Salaried,84947,Urban,2023-04-28,9299.381569868834,6173.630861548851,25678.223008919304,4971.542750410254,3875.846815594309,11216.219361978732,1774.589989914209,62989.4343582345,0
49,Business,107122,Rural,2023-02-13,13878.569886959514,9703.953089086885,11553.260297222329,6305.304936410885,7022.036676786004,7487.079254227775,2854.0313108995224,58804.23545159292,0
50,Salaried,90880,Semi-Urban,2023-07-29,16778.187230402695,8648.40317665177,17621.611535925334,12191.796766904316,3054.746303023382,6919.4290319003885,3893.614763933021,69107.7888087409,0
33,Freelancer,24507,Urban,2023-02-05,3700.5369723803506,1783.605787842178,7520.379862332002,4713.0788489132465,823.8570924806228,2927.91041959897,1171.5258976343105,22640.89488118168,1
29,Student,123134,Rural,2023-01-19,14940.464404187884,11314.612817682226,12709.449421519006,3818.729810458142,4834.790905988411,13616.708878815338,4318.556902087326,65553.31314073833,0
55,Salaried,63988,Semi-Urban,2023-04-01,9776.958492668911,3941.4382004870686,13147.606941417254,9511.770510365173,2916.4065854009327,5560.019162533432,2569.806113462242,47424.00600633502,0
51,Freelancer,118421,Rural,2023-10-28,12910.88222912883,7138.073873153989,11243.094141370137,16293.513083341957,4535.974199551692,13109.918398775155,4969.542608892767,70200.99853421454,0
31,Business,36865,Urban,2023-07-31,6120.708657251671,2719.140535333261,10164.369142192127,3580.715541427757,1353.7955491509656,4307.385382000505,1746.911376192441,29993.026183548733,1
53,Salaried,122591,Urban,2023-08-10,20813.219197340535,7466.09617202018,36408.89259752804,3936.9377209930026,6682.4758201230225,13644.292251925213,5120.015253145351,94071.92901307537,0
50,Business,149614,Urban,2023-08-05,15125.919882368282,13598.725329309187,45361.62191480061,20925.32264381359,6568.812300766759,17033.92633269715,5217.624609419667,123831.95301317525,1
40,Freelancer,47213,Urban,2023-08-11,5264.69454815703,2566.841859816191,14726.812598216184,1931.8472880082402,1741.3904565711214,6283.68735174686,1811.2884569989951,34326.56255951462,0
62,Business,75954,Semi-Urban,2023-04-08,12188.456930172684,5618.111435906557,15328.790028804582,13073.497054375037,5219.030953652372,5491.271459539252,2007.9862207778601,58927.14408322834,0
19,Freelancer,77450,Rural,2023-01-19,8188.15718727767,6421.3748483891,7843.084361644524,2926.5833436545577,3452.8416209961447,5256.246525290174,2319.1978238214015,36407.48571107357,0
58,Freelancer,24477,Semi-Urban,2023-10-24,4776.109307427188,2060.1297609639355,3910.538201590284,1166.9548085409797,744.4547835129118,2973.6336244360996,834.2411234673583,16466.06160993876,0
38,Freelancer,82222,Urban,2023-01-26,16395.22048783627,7126.9341443902495,24702.425885415763,7098.1742802690505,4784.674632470728,6115.476487758614,2952.406876186042,69175.31279432672,1
19,Salaried,26533,Rural,2023-01-28,4128.531416602241,1925.2765329580427,2011.685245710724,3864.15557333471,1094.2712275825813,1353.8599878450818,1260.5381687280078,15638.318152761389,0
44,Business,69395,Urban,2023-03-05,11700.663133593553,5862.549681443167,20963.161227618242,12369.78064726357,4807.30406593924,6142.570163014566,2871.2713930389746,64717.30031191131,1
26,Business,145512,Semi-Urban,2023-11-20,19782.778448498288,13491.063584162406,29818.45721378007,13555.701446735551,4397.159169483368,11614.643354427175,3494.868005761399,96154.67122284825,0
18,Student,43396,Semi-Urban,2023-08-11,6309.718504364125,3244.8266346855407,8191.008085659312,3499.507877815152,1770.1570658853007,5875.347012179664,1099.2111781964295,29989.776358785526,0
28,Student,32755,Semi-Urban,2023-03-21,4478.379208003687,2656.819888859406,6761.670140926506,1161.5590494609933,2091.4180336925806,3596.7116894492283,1509.8674855370991,22256.425495929503,0
20,Student,20865,Rural,2023-02-20,3896.821633972448,1612.7796737337512,2908.0629146228757,1865.0920105569933,1425.5994095312542,2817.8149085942014,931.3325505341695,15457.503101545693,0
40,Student,31173,Rural,2023-04-12,4580.437426414137,1889.132212258057,3938.717466150972,2511.8718052358463,1286.507046826419,2621.635966546164,1265.0737635037542,18093.37568693535,0
43,Business,78905,Urban,2023-06-25,11660.717471564642,4266.719077124385,22954.395891491313,14376.128656077726,3404.181145794355,7950.85781480629,3392.808032247834,68005.80808910653,1
21,Freelancer,58097,Rural,2023-01-10,10173.804846754054,3390.0036008534976,5006.487728798072,4147.002233507498,3466.375803071329,3770.727234816736,1810.2245898355804,31764.626037636765,0
35,Freelancer,53371,Rural,2023-08-25,9981.860692278895,5188.256664410795,5245.239521899369,1898.1991440611714,2151.2707025590835,3911.933761716031,1450.0319818699024,29826.792468795247,0
23,Salaried,124060,Semi-Urban,2023-04-10,18533.09643693498,9820.748717442817,24057.01917735987,11445.145431893363,6798.3581006502045,13612.504965704875,6155.654976186629,90422.52780617274,0
52,Freelancer,31254,Urban,2023-08-16,5088.601187257014,3014.384462612962,8948.713944719582,1462.9704963902605,1583.3510015204583,3152.306404943636,837.4355994290914,24087.763096873005,0
39,Business,24018,Semi-Urban,2023-03-05,4082.2329567422944,1236.4872535213449,5184.860945098906,3890.9748928236595,1382.4832958190846,2346.7522586748,1184.5680839197382,19308.359686599826,1
60,Business,25192,Urban,2023-01-19,3362.3383288189743,2497.2488714482083,6687.54788495795,1961.5311006384657,1213.4676102930205,3330.7291062344207,1100.6002408493184,20153.46314324036,0
32,Business,22015,Urban,2023-11-28,3963.1627176013767,1205.0335131822487,7249.231399722589,990.2965846287078,683.064040354266,1580.1017913852315,756.8438473990046,16427.733894273428,0
39,Salaried,128154,Rural,2023-11-14,22325.853921808968,7808.631347432677,12041.415096180544,9639.450132023681,8888.23875806727,14108.09326934803,5219.93296325619,80031.61548811736,0
54,Student,88916,Semi-Urban,2023-05-21,13881.27644281567,7923.9647133510825,18734.80884041889,14945.805619319175,4149.853805684648,12095.62636261138,4365.050962412899,76096.38674661375,1
59,Freelancer,48343,Rural,2023-01-25,5458.802806455753,3814.675949195184,5419.219985091995,3255.1158804432785,2241.562361334069,5584.727524314964,1358.624074191764,27132.728581027008,0
29,Business,89306,Rural,2023-08-16,12048.573804685404,8896.11296490287,9203.53066874899,8136.215171207819,5564.7229930118065,10290.485274271272,4038.584543141896,58178.22541997005,0
64,Business,25829,Rural,2023-03-30,3324.601677855371,2114.254037818643,2764.106979047962,1900.2233108223913,949.0937618509623,2007.5410480110108,738.7029314827747,13798.523746889114,0
59,Student,54381,Urban,2023-04-02,8711.543426686943,5363.453595259801,17222.435102364296,7934.365655679289,2294.5415665285664,2915.1581764033385,1738.2597177643113,46179.75724068655,1
55,Business,131451,Semi-Urban,2023-02-11,24116.974796900548,12591.374092073354,25763.19295913589,19534.3564534207,5104.7671691956875,11174.696406124594,5802.612831123771,104087.97470797454,0
35,Freelancer,101081,Semi-Urban,2023-10-22,16646.59999133911,9026.234695929033,20382.262212670612,14964.164208430764,3954.265189202567,5145.030034941369,4389.8936613210435,74508.4499938345,0
62,Salaried,38263,Rural,2023-03-22,7067.639947674061,3382.989855479105,2975.1041154569816,3189.432028428041,1217.93800239555,2317.1807473123645,1270.8772758356793,21421.16197258178,0
52,Business,123676,Urban,2023-04-17,18256.395747578852,11230.514425122696,37461.85378408182,5037.621848867601,4829.037182504209,9716.916458308135,2932.380113296012,89464.71955975931,0
47,Freelancer,73260,Semi-Urban,2023-04-21,9433.286437467725,6331.855043742043,14134.802940214566,6481.6913420550745,3573.672602514909,6028.827386876393,2371.612510177513,48355.74826304823,0
41,Business,63306,Semi-Urban,2023-10-04,10822.140066001157,4801.103943584533,11675.757327950118,5986.3843402340335,2066.2977186414087,9107.33631080435,1319.5872795627356,45778.60698677834,0
59,Student,111211,Rural,2023-08-02,19695.23828199528,8533.635448588584,11132.552361208212,3902.89390324949,4398.3728537876,14207.731467813705,5197.756908365314,67068.18122500819,0
47,Business,78418,Urban,2023-08-19,11991.042873081256,5306.324122798101,22645.28641612842,13938.99529599492,3225.9490526718764,4352.306550225417,3134.802826773672,64594.707137673664,1
31,Business,110898,Rural,2023-11-02,16476.335366330673,5611.228923881089,10311.648078212695,8754.746688466172,3609.3809397731925,15148.257196495793,3253.723845399471,63165.32103855909,0
23,Salaried,20148,Semi-Urban,2023-05-01,2193.4452046353085,1772.7795827665093,4078.4544689060476,1036.9128360664663,931.7227755180966,1050.5416946646033,803.5215040303325,11867.378066587366,0
20,Student,21754,Urban,2023-05-14,2971.104082971078,1864.3586645932864,6782.542291905094,3819.7368492196306,1342.563521407617,2460.7212836996964,708.3489159418439,19949.375609738243,1
33,Student,46745,Rural,2023-11-02,6497.216387328554,2616.7432790361595,5233.386826312483,3892.8109876873864,1862.8786867765116,6369.856600907477,1760.8887185626877,28233.78148661126,0
24,Salaried,92914,Semi-Urban,2023-07-27,13739.070927424882,4726.982568461566,18348.28237172863,6954.329863189388,3120.9732236391387,8915.723693797765,4627.403239544341,60432.76588778571,0
31,Business,131895,Rural,2023-09-14,22640.286355468994,10201.226785351208,13255.565769878154,4360.917686711119,9007.44950887679,18836.949250329573,5338.073079436142,83640.46843605199,0
26,Freelancer,75833,Rural,2023-07-04,8334.135043030097,4579.683394610008,6951.119071751171,5033.073668247652,2905.325648604363,9068.114398358117,2757.0525382815003,39628.50376288291,0
32,Student,40140,Rural,2023-10-13,4084.8799226492197,3500.322874730553,3391.657473307897,3521.9622092787663,1774.2609538446552,3366.2193954462887,817.0304357441212,20456.3332650015,0
38,Student,94907,Urban,2023-12-29,18864.93945822748,7649.524790889204,28317.56033237198,3489.1133343248616,5501.371812975222,7428.660071552494,4711.98302888699,75963.15282922823,1
52,Business,80653,Semi-Urban,2023-06-29,15731.749615747038,6997.844151774065,17072.743860565937,3015.9681535938334,3322.630542934159,6075.133097087497,1787.3011082815437,54003.37052998408,0
19,Business,112535,Semi-Urban,2023-02-17,22194.45202027178,5964.20919204041,23220.377807988658,9427.203214032823,5067.978107544028,5838.398655354443,2271.2800800140403,73983.89907724617,0
44,Student,81521,Semi-Urban,2023-03-28,9815.078188720932,6089.115634046743,16220.019956370303,5785.584529390463,4962.865795314199,7152.282555801883,2022.6102646484521,52047.55692429298,0
19,Business,98315,Semi-Urban,2023-01-19,17697.18092579865,6551.1742167539,19236.763795586703,8209.48366407192,6623.046754205774,13911.191844088757,2371.6795629444555,74600.52076345016,0
52,Freelancer,51075,Urban,2023-02-15,7677.380268844448,2790.917487070823,16244.4519178128,2301.74349898117,1935.5986212464777,7093.733574880594,2504.4890130856306,40548.31438192194,0
35,Student,50697,Rural,2023-02-25,8606.486264949162,2841.5796096724803,5041.411221081348,9488.569991754879,2681.8250312982764,3207.0661350162386,1275.3657970969543,33142.30405086934,0
31,Freelancer,143804,Semi-Urban,2023-08-17,26807.10295517483,10979.645092745744,29172.473547533427,8069.471846569376,7377.062270642444,21241.334000031162,4298.458465844984,107945.54817854197,0
37,Freelancer,74544,Urban,2023-05-25,12484.543599457682,4370.16271277806,21606.679770520666,6325.416791758518,4753.248096211331,8709.062701812683,1844.6565154174605,60093.7701879564,1
35,Business,29795,Rural,2023-04-02,3696.3318436319437,2847.1740111346926,2556.9080975995125,5581.206435606518,1234.6300609234167,4288.878725299173,1413.2837361393554,21618.412910334613,0
27,Freelancer,84555,Urban,2023-03-23,8821.311764618216,7484.867732978687,24705.423520468816,3810.8104629959867,4091.9384771475175,9100.808115206475,2517.5398571264986,60532.69993054219,0
42,Business,72204,Urban,2023-08-13,11374.898052647613,4226.310852215772,20705.875308762075,12273.648001609094,3660.498057212771,8589.777482213807,2851.6725648697443,63682.68031953088,1
19,Salaried,123996,Semi-Urban,2023-03-20,23528.072120348956,9048.413551277552,23815.938949385883,9193.768693509846,7068.428829643227,12666.129270514264,5044.051400712893,90364.80281539263,0
42,Business,89754,Semi-Urban,2023-05-30,11879.694157319766,5155.507022230607,18279.907327912813,4233.07239374674,4330.867124875781,8900.21065633179,3079.997053582192,55859.255735999686,0
50,Freelancer,84860,Rural,2023-12-27,13564.439433268106,4367.97208697242,9465.364989860176,6800.827477289902,3989.7362865377204,5866.626637043013,1901.3154274762965,45956.282338447636,0
53,Salaried,123107,Rural,2023-10-10,20585.834611201997,8106.322744535163,11769.656916499736,6967.463131396662,6612.929302829751,14424.511411031734,4844.888551840844,73311.60666933589,0
48,Business,71529,Semi-Urban,2023-11-07,13327.752392159739,4358.825014350714,14579.292326394272,2652.152714995059,3713.598817351932,7753.446057168369,1894.5971326638755,48279.664455083956,0
31,Freelancer,31672,Urban,2023-06-09,4407.7704813082455,2893.5426599449097,8798.418107505928,1913.4776203622225,2131.8208732563644,3180.213795810176,1322.433047635516,24647.676585823367,0
18,Student,74238,Semi-Urban,2023-11-12,13562.2881044525,4468.290101988983,14284.034471065865,13593.081876248225,4464.099425149586,4158.688935764404,2203.0087317813827,56733.491646450944,0
63,Student,116578,Rural,2023-12-31,16303.812084170188,10661.293607793008,11501.524510859475,22711.145672980056,8144.641657740061,14930.44949443159,4662.140824891152,88915.00785286553,0
33,Business,55950,Urban,2023-06-05,7787.664643697953,2985.0428503305634,16931.27751279226,3095.1172625630406,2463.809893712785,6645.233268909292,1897.218663404453,41805.364095410354,0
63,Business,31009,Urban,2023-06-05,5433.06780325179,2167.7976731125464,8604.426770973125,1931.684780774335,2109.8678822686074,4035.8977224275354,811.5823595171008,25094.324992325044,1
20,Student,67096,Urban,2023-07-21,9335.069845836908,6467.356921045861,19376.198117453132,3205.6131799718823,2716.64362589683,7185.531222541645,2168.6768845805273,50455.08979732678,0
52,Freelancer,39544,Semi-Urban,2023-12-07,4270.240593250968,3221.2175719898137,7106.955729040301,2864.9250449126466,1988.2855755063185,3929.363351972176,870.9521457233824,24251.940012395607,0
58,Freelancer,75728,Semi-Urban,2023-12-08,12413.48860015964,5419.551027122642,14967.812244571374,5433.604994358808,4108.238123345286,3900.244142146387,1799.0532113894928,48041.99234309363,0
23,Freelancer,49381,Rural,2023-04-27,6106.050626353315,4143.009934897889,5091.582254059215,4100.303893040407,2944.3081618224483,6682.152326426893,1545.8448399347924,30613.252036534963,0
42,Business,147769,Urban,2023-06-03,19875.874244204046,13528.365754690361,43805.90306773437,23980.258633976267,5581.682290947033,20892.183262516945,4763.199303268258,132427.4665573373,1
30,Salaried,45287,Urban,2023-12-30,5490.989416017953,3831.3105209347164,13075.389356420957,8878.301337373894,2024.5408699869527,5274.308392895589,1374.7932159197735,39949.63310954984,1
51,Salaried,84610,Semi-Urban,2023-11-27,15291.104877707783,8024.931655896854,17497.836718829574,7563.705138217483,2883.105474072135,12049.011232376773,3276.8625401041245,66586.55763720474,0
25,Salaried,88122,Rural,2023-04-29,16471.918736954984,7421.79682667736,8215.895337087422,15215.925026705421,2964.2345814753053,10536.950486888458,2843.6999566290674,63670.420952418026,0
38,Salaried,88184,Rural,2023-07-18,10156.443813666883,8726.820104127011,9620.568848421362,8161.258117592678,5427.973195814683,10511.366353965595,3496.70586670274,56101.13630029095,0
51,Salaried,60081,Urban,2023-09-20,6645.522386308534,5709.395999208403,18786.55679260922,4947.65135579678,4030.9904022476976,6327.030684344276,2008.4639733649633,48455.61159387987,1
21,Business,103637,Semi-Urban,2023-07-03,20395.216491830663,7586.9081954892845,21010.048882134317,5815.522919977763,5746.987643440262,12644.739960965939,4014.862740229885,77214.28683406812,0
42,Business,65312,Urban,2023-05-28,9891.913481671232,4245.641820724961,19881.291352272445,12643.751560511708,1977.4190061789325,4140.317263948794,1540.9187358382774,54321.253221146355,1
32,Salaried,107228,Semi-Urban,2023-06-15,20622.145821859496,8914.655459604162,22349.176212940303,7591.413116201558,5197.267803863699,13857.534574803047,2662.285523705001,81194.47851297726,0
21,Business,92943,Rural,2023-03-16,12838.570854488082,6813.996336898618,8891.216789024238,5203.877907185685,3078.6632155326483,6487.268875421027,2794.3221503315244,46107.91612888182,0
62,Business,102790,Urban,2023-08-24,18459.957763203387,6077.445155214899,30530.28074796845,3550.820949663408,5374.290224189073,11422.547879200596,4724.793118378284,80140.1358378181,0
29,Salaried,100770,Urban,2023-11-10,18331.231916904293,6476.376824674732,29504.90737837972,4124.095158993968,6928.799861607425,11822.596527752139,2144.095748607973,79332.10341692025,0
49,Freelancer,72726,Urban,2023-09-29,8267.340810240956,5402.814776726606,21233.45760858624,6273.063234017796,3849.2915236939857,8091.728994368451,2464.3035242228093,55582.000471856845,0
49,Business,42211,Rural,2023-06-28,5301.966581352021,3354.515795844635,4655.040092321464,2362.3962513392885,2118.897023680378,5654.940007759499,1032.5001754486364,24480.255927745922,0
45,Freelancer,49480,Urban,2023-10-10,7645.77042656825,3335.972925365511,15249.58951643446,1549.5511582172703,2811.400754970471,2983.1379879120955,1085.741252543786,34661.164022011835,0
30,Business,67780,Rural,2023-02-20,11689.49673389748,5559.119556191905,7567.871861785317,4498.954903291742,3470.4022224892556,8181.16688953786,2013.196631756701,42980.208798950254,0
48,Business,77138,Semi-Urban,2023-03-16,7998.535298633704,4744.163745215835,14903.626823792734,4126.5836674931525,5225.21313205101,10065.296380327789,3708.6937852791434,50772.11283279337,0
31,Salaried,110382,Rural,2023-05-24,22061.05237758532,7913.169701456808,10492.34663336061,7638.466552937385,7201.9151552168505,10659.941428251117,3881.249574495915,69848.141423304,0
37,Business,62503,Semi-Urban,2023-12-09,7090.584743780696,4439.136482598139,12274.589619617156,9664.101054621944,4093.443150650891,3495.801748007045,3072.923461178986,44130.580260454866,0
35,Student,77893,Rural,2023-07-07,7853.536996100039,7577.407726429624,7885.395005677087,6166.879719544077,2919.8435624520894,8990.499940862057,3618.8098602389205,45012.372811303896,0
46,Student,66193,Rural,2023-05-03,7542.560889600891,3730.2456580602943,6227.255818298946,2735.1485400436823,2278.749224913717,7799.647194897441,1748.4747516412851,32062.082077456256,0
23,Salaried,134002,Urban,2023-11-28,22338.333054966497,12475.11201459868,40504.649582826,5139.739827196249,7094.481683100229,11974.803094171622,4060.411767880633,103587.53102473992,0
49,Freelancer,147543,Rural,2023-09-08,19454.00884760513,14233.7109299511,15239.314913355456,5808.681637273184,7235.541059846676,12072.308719218907,7279.498573439049,81323.06468068951,0
46,Freelancer,81358,Urban,2023-10-23,16092.848118152398,5367.734288139353,24111.626232290906,5854.439874495056,4000.5584028662706,5801.646075706648,3239.0543924557837,64467.90738410642,0
60,Freelancer,100857,Semi-Urban,2023-11-19,13455.621263532494,8339.444243614373,19938.7630446556,18054.88484852634,5719.8000494207,10174.582812392437,4149.478837293668,79832.57509943562,0
19,Student,98182,Semi-Urban,2023-05-10,14344.053202381172,5479.234526812418,19000.61250667471,4636.106852905375,3193.7777052422134,11893.583100396045,3045.7732175234587,61593.1411119354,0
40,Freelancer,140457,Urban,2023-09-09,15359.300163220107,12781.292888137643,42504.408568927145,22705.674177197187,5603.8148116448065,9154.227300446188,4740.595915540222,112849.3138251133,1
36,Freelancer,42117,Semi-Urban,2023-12-24,7940.089495837586,2502.582291512278,8560.718457982975,8310.443034254304,2336.847551174448,3958.849453997471,1747.4844150380404,35357.0146997971,1
48,Salaried,148333,Rural,2023-06-29,27064.51164618018,11796.302700722448,15576.964717985986,9793.15576104369,9374.817679370428,21538.2369987098,5197.188415819981,100341.17791983252,0
22,Freelancer,79056,Urban,2023-12-15,12688.501562731348,6361.903303772108,24279.669727196582,6925.907122274644,2457.7856328794533,9750.44736987297,3440.078939384642,65904.29365811174,1
36,Student,137928,Urban,2023-04-20,23453.68317255957,11818.330744955801,40461.20571836854,8405.70559957021,8651.83530907281,19778.973698455105,3708.0615404593746,116277.7957834414,1
51,Student,78706,Urban,2023-12-04,12429.21169754071,7100.580791703413,24116.61528571837,5770.9055882923885,2420.0243465339595,9632.71589318209,3399.884733891872,64869.9383368628,1
27,Student,90429,Semi-Urban,2023-03-19,15579.555803464955,7984.017833218765,17947.62978535772,18046.250896272104,5500.9296006179475,9754.39541974638,4342.919469957524,79155.69880863538,1
42,Salaried,29476,Semi-Urban,2023-01-02,5624.605425386455,2674.30894088964,6022.589837967534,1971.858074825797,1271.8398001152389,2213.2879312067985,1042.5892736707297,20821.079284062194,0
19,Salaried,102806,Rural,2023-11-17,16220.543179456117,6397.239215627904,11125.802487306957,7094.5577355787855,5249.296259249479,9618.92401543694,2235.222328824027,57941.58522148021,0
28,Business,75006,Rural,2023-10-03,14119.139449249547,4939.123447429295,7785.52066893659,5439.4613066874535,4003.780752991673,7693.456942408088,1908.392284390506,45888.87485209316,0
48,Freelancer,107238,Urban,2023-10-17,13732.959845850175,8172.544019344223,32750.08490319385,6459.934326422673,4091.8698697424393,6304.998422728428,4277.759219780764,75790.15060706255,0
32,Salaried,136946,Rural,2023-10-24,19492.071561668603,7705.752113055016,14043.533759973969,6098.2753812908095,6896.688470039815,11040.421843487575,6566.6568269193585,71843.39995643514,0
26,Student,89918,Semi-Urban,2023-06-18,11044.520634297067,6383.811681000806,18902.587193656014,13695.479151078542,5015.961121264925,7343.846231598535,2096.910183167944,64483.116196063835,0
40,Student,83155,Rural,2023-08-28,13533.869013386236,7966.380115832624,8220.629334468184,6139.529728531448,4519.9679021741795,7609.428422202102,3197.051899894435,51186.85641648921,0
36,Salaried,87321,Semi-Urban,2023-01-23,10996.491444954907,6016.582393392156,17348.83771272475,7900.8571580151565,3836.3010683893863,9912.130217852207,2305.4590946176695,58316.65908994623,0
26,Salaried,65798,Rural,2023-10-21,8241.658303229027,5423.16615737578,7104.419854733207,10682.18701867534,2855.8955939433395,9279.304783723168,1584.0364784379076,45170.668190117765,0
52,Salaried,97271,Semi-Urban,2023-06-21,16737.559461038967,8220.229949932524,19834.690325455587,9287.379743466445,5751.401950668106,7796.904753905965,2976.714059509029,70604.88024397663,0
38,Business,50177,Semi-Urban,2023-11-19,6980.17753022511,2586.1443420110336,10862.420630816516,6781.355430288699,2909.853107712194,6172.5788740022845,2273.592702864658,38566.12261792049,0
26,Student,116248,Rural,2023-11-14,18057.525548846832,10027.926937223734,11230.245848931903,9554.525507041302,5084.295705008789,16307.716744014659,2894.744251676794,73156.980542744,0
45,Business,148022,Rural,2023-10-13,19476.102864057997,11092.54258790468,15353.901114296197,12199.37187948927,5688.289326850466,9536.105628387133,4310.26566300463,77656.57906399037,0
63,Business,142415,Semi-Urban,2023-12-09,21130.884751092366,10958.870172942965,28341.275181910558,25124.328527369817,6708.082278096024,20597.894595043344,3963.2763545587136,116824.61186101378,1
24,Freelancer,102215,Urban,2023-07-12,16634.184131429374,8235.349800007269,30227.649443764567,6012.0955377790915,4560.725440442265,6873.949141999431,3507.901904773998,76051.855400196,0
33,Student,63013,Rural,2023-06-18,8737.77485496653,3712.4655904955957,6201.060090835523,10052.405778032156,2221.4998178542214,3977.302057887962,2484.301475786508,37386.8096658585,0
33,Student,120901,Semi-Urban,2023-04-28,20632.73258711026,11734.532697370327,23354.2093809222,4624.500060301626,3877.624541995956,12479.74495069436,4676.740652447215,81380.08487084194,0
50,Salaried,102600,Rural,2023-01-06,14400.150616823938,9223.238393530612,10633.3988720076,10158.305903240349,3643.9210114618813,5728.318716154064,2897.845805742576,56685.17931896102,0
21,Salaried,116099,Rural,2023-11-27,11831.070862609027,11218.712708193712,11217.803317376352,7972.531296865358,4960.072652303562,8658.763520428041,2852.661762662788,58711.61612043885,0
21,Freelancer,139578,Rural,2023-05-12,18429.40344277001,11273.847173424214,14901.042399375057,9640.15595672562,7161.518641118678,7471.094154108019,6309.340212265957,75186.40197978757,0
56,Business,73450,Rural,2023-04-03,7674.359899357175,7000.638026645028,7422.343450713436,3069.6710508107935,3530.6163177149756,10980.66101061809,2141.250064479159,41819.53982033866,0
57,Salaried,118628,Rural,2023-09-08,15059.347342338078,6631.340165855119,12057.084697581678,4299.777430731988,7193.640183718003,16835.964705800547,5688.940185438168,67766.09471146358,0
34,Salaried,67928,Urban,2023-01-10,7525.853522545859,5292.483085649624,19572.61970980433,4757.753872112175,4252.240047684658,7049.501014493752,3135.6661689932394,51586.11742128364,0
54,Student,142640,Urban,2023-02-20,25699.082997571524,9104.34283177157,43052.204565764885,4353.2086004388775,6538.856755500907,10526.263833275187,6862.908267561367,106136.86785188431,0
56,Student,112403,Urban,2023-12-15,15796.994108471838,9296.090197398604,34184.863218547216,9455.888628979224,6680.223556333852,8870.452035020435,4561.542019463643,88846.05376421481,0
46,Salaried,65382,Semi-Urban,2023-10-21,10127.733796927261,5221.9709784895695,12078.029234617512,9681.637892584977,4395.458458346519,5165.675447869497,2166.789926271784,48837.29573510712,0
53,Student,119290,Urban,2023-05-09,14155.833933612996,6791.194920829557,35204.33793727741,8201.821290237885,7963.937112973041,9855.730016981654,3543.180038566666,85716.03525047922,0
55,Freelancer,105038,Urban,2023-09-06,16429.41989654229,7125.477079052578,32332.232095967975,5929.328189214054,5211.742932805591,10854.514360968402,4565.165111947434,82447.87966649831,0
56,Salaried,20760,Semi-Urban,2023-04-12,3246.668730225299,1286.2429939529225,3399.974413252735,1985.5739712484026,1288.4179107483149,1085.675776559789,926.8482514367055,13219.402047424168,0
54,Student,44142,Urban,2023-12-03,7021.21678185443,3352.351466145624,12267.058358047118,8151.28308238446,1673.9794343454907,5420.554671281304,903.8536852566573,38790.29747931508,1
52,Freelancer,130189,Rural,2023-03-24,23386.548529639113,6659.424267283719,12490.68580814504,6350.551054617236,4725.905683460106,12772.29855044789,3711.7715532361917,70097.1854468293,0
24,Student,127532,Urban,2023-07-10,25420.80021204485,10074.829007774058,38392.55565010848,5797.716196671551,5910.799259927604,7957.716157671953,5468.046417939888,99022.46290213837,0
44,Student,37290,Urban,2023-05-23,4963.892828906316,3266.5402963616407,10930.391999858952,3699.653023871782,1373.945011754994,1870.1826002909427,1411.23133314,27515.83709418463,0
45,Student,91035,Urban,2023-08-25,17778.709456999637,7496.978294418291,26481.947045496363,6175.234213246898,6042.855729251921,4610.977988945696,2276.5455988706703,70863.24832722948,0
39,Salaried,20364,Rural,2023-10-14,3695.1731528473683,1928.3762159171931,2450.7212417365417,4060.7691820652917,684.4062876040358,2129.4156568495714,825.7569759598633,15774.618712979864,0
31,Business,76921,Rural,2023-10-04,13096.913453551062,6897.831504844494,8527.352090198767,4254.877514681985,2439.8214855262463,6633.98945037898,3088.2583764352853,44939.04387561682,0
24,Student,39797,Rural,2023-10-18,4829.191190761701,3601.5746776591,3419.228915445662,1221.944525716663,2002.7136228710315,4880.949115714986,1213.3970076203316,21168.999055789478,0
54,Freelancer,126331,Rural,2023-06-18,22093.975525128182,9085.752896692056,11976.529234613472,17223.853271291107,7380.697485196405,11189.323483265916,5985.968686267335,84936.10058245448,0
39,Salaried,52535,Semi-Urban,2023-05-24,8091.729950218246,3541.994854561231,10204.981853979447,2059.406174631395,2823.838527352254,5685.165045878127,2311.530058176511,34718.64646479721,0
22,Salaried,66300,Rural,2023-07-03,7963.935861156715,4278.967664807368,5824.475938191164,3359.6831607299964,3124.326810980671,9706.508331474912,2624.9482797182027,36882.846047059036,0
19,Freelancer,67176,Rural,2023-02-14,11976.633910684724,4452.122602478583,6006.625625616193,3222.4593172578893,2704.418944422816,7275.935529343927,2031.67994381397,37669.87587361811,0
44,Student,36105,Rural,2023-08-31,6706.138599675303,3589.819993351688,3297.0968105268967,2865.0840827028665,2032.692121609397,2507.3568119574024,1716.4410094799698,22714.629429303524,0
